Facility,FiscalYear,ProgramId,ObjectCodeId,CurrentModifiedAmount,PreEncumberedAmount,EncumberedAmount,ExpendedAmount,ProjectedAmount,PriorYearActualAmount,TotalObligated,,,,,,
HDQ,2024,43,20,0.00,0.00,0.00,517.92,,,,,,,,,
HDQ,2024,41,9,1119419.00,0.00,0.00,563739.84,526553.54,0.00,,,,,,,
HDQ,2024,41,671,6254976.00,0.00,0.00,5309581.88,2159794.40,0.00,,,,,,,
HDQ,2024,43,3,0.00,0.00,0.00,89516.94,39667.38,0.00,,,,,,,
HDQ,2024,41,636,0.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2024,39,46,0.00,0.00,0.00,45349.46,68352.12,0.00,,,,,,,
HDQ,2024,41,320,0.00,0.00,0.00,39615.18,,,,,,,,,
HDQ,2024,39,37,1535688.00,0.00,0.00,1234995.01,765344.31,0.00,,,,,,,
HDQ,2024,39,120,29387.00,0.00,0.00,3158.70,19889.86,0.00,,,,,,,
HDQ,2024,41,120,767474.00,0.00,0.00,35915.10,200014.00,0.00,,,,,,,
HDQ,2024,39,9,207822.00,0.00,0.00,373324.74,386630.09,0.00,,,,,,,
HDQ,2024,41,666,0.00,0.00,0.00,131166.29,,,,,,,,,
HDQ,2024,39,63,0.00,0.00,0.00,4702.34,0.00,0.00,,,,,,,
HDQ,2024,41,735,215471.00,0.00,0.00,202875.00,202875.00,0.00,,,,,,,
HDQ,2024,41,755,16083656.00,0.00,0.00,15081487.95,0.00,0.00,,,,,,,
HDQ,2024,43,9,1419348.00,0.00,0.00,1410214.68,1545637.68,0.00,,,,,,,
HDQ,2024,44,9,253910.00,0.00,0.00,280523.06,317085.48,0.00,,,,,,,
HDQ,2024,41,63,0.00,0.00,0.00,28374.42,,,,,,,,,
HDQ,2024,43,120,17510.00,0.00,0.00,3008.45,28001.12,0.00,,,,,,,
HDQ,2024,41,131,0.00,0.00,0.00,46508.87,5000.00,0.00,,,,,,,
HDQ,2024,39,711,21364.00,0.00,0.00,21363.07,25000.00,0.00,,,,,,,
HDQ,2024,41,748,0.00,0.00,0.00,348664.00,,,,,,,,,
HDQ,2024,43,63,0.00,0.00,0.00,21226.51,,,,,,,,,
HDQ,2024,41,747,1195455.00,0.00,0.00,1141150.00,0.00,0.00,,,,,,,
HDQ,2024,41,703,0.00,0.00,0.00,8118.00,,,,,,,,,
HDQ,2024,39,56,13948.00,0.00,0.00,281.89,37469.89,0.00,,,,,,,
HDQ,2024,41,56,0.00,0.00,0.00,46323.08,83332.41,0.00,,,,,,,
HDQ,2024,41,85,0.00,0.00,0.00,88392.09,,,,,,,,,
HDQ,2024,43,85,0.00,0.00,0.00,14390.24,,,,,,,,,
HDQ,2024,41,174,0.00,0.00,0.00,35078.44,0.00,0.00,,,,,,,
HDQ,2024,43,410,0.00,0.00,0.00,4979.08,,,,,,,,,
HDQ,2024,41,179,6000.00,0.00,0.00,4059.23,0.00,0.00,,,,,,,
HDQ,2024,43,56,151439.00,0.00,0.00,58726.22,163244.09,0.00,,,,,,,
HDQ,2024,41,172,0.00,0.00,0.00,41869.61,,,,,,,,,
HDQ,2024,44,56,0.00,0.00,0.00,1821.75,,,,,,,,,
HDQ,2024,41,51,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
HDQ,2024,41,44,21327149.00,0.00,0.00,27764916.76,27169209.77,0.00,,,,,,,
HDQ,2024,41,233,333808.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2024,41,291,12000.00,0.00,0.00,28111.52,12000.00,0.00,,,,,,,
HDQ,2024,41,698,343563.00,0.00,0.00,300986.00,0.00,0.00,,,,,,,
HDQ,2024,43,407,1732977.00,0.00,0.00,6211937.90,,,,,,,,,
HDQ,2024,41,173,0.00,0.00,0.00,44345.77,,,,,,,,,
HDQ,2024,39,291,103103.00,0.00,0.00,103102.91,107600.00,0.00,,,,,,,
HDQ,2024,41,2,0.00,0.00,0.00,26.00,0.00,0.00,,,,,,,
HDQ,2024,41,240,0.00,0.00,0.00,205247.02,175000.00,0.00,,,,,,,
HDQ,2024,43,406,75000.00,0.00,0.00,437979.50,,,,,,,,,
HDQ,2024,43,45,0.00,0.00,0.00,9068.09,13452.84,0.00,,,,,,,
HDQ,2024,41,730,0.00,0.00,0.00,18248.56,15459.00,0.00,,,,,,,
HDQ,2024,43,291,10000.00,0.00,0.00,91147.15,90744.00,0.00,,,,,,,
HDQ,2024,41,408,174989.00,0.00,0.00,61153.00,,,,,,,,,
HDQ,2024,41,178,183990.00,0.00,0.00,132928.80,0.00,0.00,,,,,,,
HDQ,2024,43,80,0.00,0.00,0.00,110.35,,,,,,,,,
HDQ,2024,41,177,12000.00,0.00,0.00,12238.35,0.00,0.00,,,,,,,
HDQ,2024,43,408,198539.00,0.00,0.00,8376884.79,,,,,,,,,
HDQ,2024,41,80,0.00,0.00,0.00,1285.11,,,,,,,,,
HDQ,2024,44,45,0.00,0.00,0.00,20809.96,2785.55,0.00,,,,,,,
HDQ,2024,39,51,0.00,0.00,0.00,168.53,0.00,0.00,,,,,,,
HDQ,2024,41,1,5674871.00,0.00,0.00,4879963.36,5251452.87,0.00,,,,,,,
HDQ,2024,39,45,0.00,0.00,0.00,3768.96,3726.48,0.00,,,,,,,
HDQ,2024,39,85,0.00,0.00,0.00,26112.38,,,,,,,,,
HDQ,2024,43,1,7532545.00,0.00,0.00,7489786.25,6916473.82,0.00,,,,,,,
HDQ,2024,44,1,406480.00,0.00,0.00,406502.78,170808.69,0.00,,,,,,,
HDQ,2024,43,409,0.00,0.00,0.00,60711.04,,,,,,,,,
HDQ,2024,39,80,0.00,0.00,0.00,115.85,0.00,0.00,,,,,,,
HDQ,2024,41,45,0.00,0.00,0.00,3315.00,8119.20,0.00,,,,,,,
HDQ,2024,43,51,0.00,0.00,0.00,168.78,0.00,0.00,,,,,,,
HDQ,2024,41,407,0.00,0.00,0.00,63401.17,0.00,0.00,,,,,,,
HDQ,2024,43,411,0.00,0.00,0.00,42523.02,,,,,,,,,
HDQ,2024,39,1,2264563.00,0.00,0.00,2071278.62,1616183.39,0.00,,,,,,,
HDQ,2024,41,282,134760.00,0.00,0.00,88709.24,211070.14,0.00,,,,,,,
HDQ,2024,43,39,0.00,0.00,0.00,73570.24,92601.24,0.00,,,,,,,
HDQ,2024,43,514,0.00,0.00,0.00,215299.36,,,,,,,,,
HDQ,2024,41,745,3788.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2024,41,705,0.00,0.00,0.00,1305.03,,,,,,,,,
HDQ,2024,43,2,0.00,0.00,0.00,23115.76,0.00,0.00,,,,,,,
HDQ,2024,41,77,0.00,0.00,0.00,8872.00,,,,,,,,,
HDQ,2024,39,282,24869.00,0.00,0.00,2826.23,,,,,,,,,
HDQ,2024,41,170,0.00,0.00,0.00,1313.99,,,,,,,,,
HDQ,2024,41,39,0.00,0.00,0.00,61872.50,,,,,,,,,
HDQ,2024,43,727,22720.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2024,41,88,0.00,0.00,0.00,4293.00,,,,,,,,,
HDQ,2024,41,241,0.00,0.00,0.00,50273.03,,,,,,,,,
HDQ,2024,43,282,38535.00,0.00,0.00,7459.01,52521.49,0.00,,,,,,,
HDQ,2024,41,158,70000.00,0.00,0.00,155462.63,50000.00,0.00,,,,,,,
HDQ,2024,41,623,2441212.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2024,39,3,0.00,0.00,0.00,16761.00,0.00,0.00,,,,,,,
HDQ,2024,41,3,16966.00,0.00,0.00,16119.43,0.00,0.00,,,,,,,
HDQ,2024,43,293,391317.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2024,43,485,2621513.00,0.00,0.00,0.00,,,,,,,,,
HDQ,2024,44,2,0.00,0.00,0.00,780.86,0.00,0.00,,,,,,,
HDQ,2024,43,480,30756325.00,0.00,0.00,19014552.07,702932.77,0.00,,,,,,,
HDQ,2024,41,802,0.00,0.00,0.00,5967.15,,,,,,,,,
HDQ,2024,41,514,0.00,0.00,0.00,91111.11,,,,,,,,,
HDQ,2024,41,186,10000.00,0.00,0.00,9582.67,0.00,0.00,,,,,,,
LCIW,2024,2,86,0.00,0.00,0.00,129.00,,,,,,,,,
LCIW,2024,57,252,0.00,0.00,0.00,793.60,,,,,,,,,
LCIW,2024,57,88,25000.00,0.00,0.00,33143.79,,,,,,,,,
LCIW,2024,57,38,92706.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,233,0.00,0.00,0.00,3964.31,,,,,,,,,
LCIW,2024,2,747,498447.00,0.00,0.00,476712.00,,,,,,,,,
LCIW,2024,57,294,0.00,0.00,0.00,1650.00,,,,,,,,,
LCIW,2024,2,745,5319.00,0.00,0.00,5319.00,,,,,,,,,
LCIW,2024,2,85,10000.00,0.00,0.00,350.00,,,,,,,,,
LCIW,2024,57,286,0.00,0.00,0.00,24.50,,,,,,,,,
LCIW,2024,57,802,0.00,0.00,0.00,48805.18,,,,,,,,,
LCIW,2024,57,45,15102.00,0.00,0.00,12821.10,,,,,,,,,
LCIW,2024,2,287,5505.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,230,0.00,0.00,0.00,262.25,,,,,,,,,
LCIW,2024,57,247,0.00,0.00,26674.70,26160.04,,,,,,,,,
LCIW,2024,2,698,18783.00,0.00,0.00,24212.38,,,,,,,,,
LCIW,2024,57,742,108021.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,100,0.00,0.00,0.00,523.00,,,,,,,,,
LCIW,2024,59,37,89600.00,0.00,0.00,39544.81,,,,,,,,,
LCIW,2024,57,301,0.00,0.00,0.00,9973.00,,,,,,,,,
LCIW,2024,57,74,0.00,0.00,0.00,975.00,,,,,,,,,
LCIW,2024,57,39,0.00,0.00,0.00,71204.21,,,,,,,,,
LCIW,2024,57,85,10000.00,0.00,0.00,15754.70,,,,,,,,,
LCIW,2024,2,120,10335.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,306,0.00,0.00,1240.00,5695.00,,,,,,,,,
LCIW,2024,57,670,0.00,0.00,0.00,1140.93,,,,,,,,,
LCIW,2024,2,74,0.00,0.00,0.00,435.00,,,,,,,,,
LCIW,2024,2,75,0.00,0.00,0.00,2326.08,,,,,,,,,
LCIW,2024,57,37,5952139.00,0.00,0.00,3508684.40,,,,,,,,,
LCIW,2024,57,46,189040.00,0.00,0.00,149775.01,,,,,,,,,
LCIW,2024,2,46,6161.00,0.00,0.00,4471.39,,,,,,,,,
LCIW,2024,2,748,0.00,0.00,0.00,-20049.00,,,,,,,,,
LCIW,2024,57,671,284823.00,0.00,0.00,40285.41,,,,,,,,,
LCIW,2024,57,231,100000.00,0.00,830.95,32452.12,,,,,,,,,
LCIW,2024,57,232,100000.00,0.00,461.42,75975.60,,,,,,,,,
LCIW,2024,57,291,20800.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,246,45000.00,0.00,0.00,39124.71,,,,,,,,,
LCIW,2024,2,711,50597.00,0.00,0.00,18307.11,,,,,,,,,
LCIW,2024,57,243,0.00,0.00,0.00,380.00,,,,,,,,,
LCIW,2024,57,255,0.00,0.00,0.00,10549.00,,,,,,,,,
LCIW,2024,57,21,0.00,0.00,0.00,2669.50,,,,,,,,,
LCIW,2024,57,86,0.00,0.00,0.00,5099.44,,,,,,,,,
LCIW,2024,57,158,20000.00,0.00,13909.20,23934.56,,,,,,,,,
LCIW,2024,2,172,15000.00,0.00,5698.85,6793.51,,,,,,,,,
LCIW,2024,2,57,0.00,0.00,0.00,4059.05,,,,,,,,,
LCIW,2024,57,164,69637.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,2,164,30000.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,159,0.00,0.00,0.00,10979.85,,,,,,,,,
LCIW,2024,2,159,0.00,0.00,0.00,16673.94,,,,,,,,,
LCIW,2024,59,2,0.00,0.00,0.00,20824.74,,,,,,,,,
LCIW,2024,2,225,23009.00,0.00,28.11,10115.85,,,,,,,,,
LCIW,2024,2,725,0.00,0.00,0.00,46465.10,,,,,,,,,
LCIW,2024,57,241,102604.00,0.00,6871.15,125237.65,,,,,,,,,
LCIW,2024,57,2,732331.00,0.00,0.00,1194748.43,,,,,,,,,
LCIW,2024,59,763,30000.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,3,154000.00,0.00,0.00,124754.66,,,,,,,,,
LCIW,2024,57,293,194274.00,0.00,134964.02,47866.65,,,,,,,,,
LCIW,2024,57,258,0.00,0.00,0.00,2656.36,,,,,,,,,
LCIW,2024,2,158,50000.00,0.00,0.00,2673.00,,,,,,,,,
LCIW,2024,57,124,0.00,0.00,0.00,219.09,,,,,,,,,
LCIW,2024,57,145,33881.00,0.00,0.00,33072.88,,,,,,,,,
LCIW,2024,57,282,514572.00,0.00,55655.43,78058.87,,,,,,,,,
LCIW,2024,57,225,86799.00,0.00,10.66,26573.80,,,,,,,,,
LCIW,2024,59,48,36759.00,0.00,0.00,9803.57,,,,,,,,,
LCIW,2024,57,799,0.00,0.00,47440.96,268678.39,,,,,,,,,
LCIW,2024,57,730,0.00,0.00,0.00,417.33,,,,,,,,,
LCIW,2024,2,179,50000.00,0.00,0.00,33124.52,,,,,,,,,
LCIW,2024,2,56,15128.00,0.00,0.00,1182.50,,,,,,,,,
LCIW,2024,2,178,65800.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,59,767,25000.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,2,282,30000.00,0.00,1596.00,6754.14,,,,,,,,,
LCIW,2024,57,51,22282.00,0.00,0.00,13712.00,,,,,,,,,
LCIW,2024,2,177,25000.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,1,14542594.00,0.00,0.00,8576350.09,,,,,,,,,
LCIW,2024,57,186,80000.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,59,766,1098887.00,0.00,33487.07,288630.54,,,,,,,,,
LCIW,2024,57,727,65582.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,174,0.00,0.00,651.40,1328.24,,,,,,,,,
LCIW,2024,57,277,0.00,0.00,0.00,52475.49,,,,,,,,,
LCIW,2024,57,180,0.00,0.00,1260.29,1259.47,,,,,,,,,
LCIW,2024,2,186,0.00,0.00,0.00,124.00,,,,,,,,,
LCIW,2024,59,1,211921.00,0.00,0.00,97666.75,,,,,,,,,
LCIW,2024,57,173,0.00,0.00,69.22,416.67,,,,,,,,,
LCIW,2024,59,764,75000.00,0.00,0.00,3288.18,,,,,,,,,
LCIW,2024,57,240,200000.00,0.00,9800.00,87213.25,,,,,,,,,
LCIW,2024,57,260,0.00,0.00,0.00,632.96,,,,,,,,,
LCIW,2024,2,730,0.00,0.00,0.00,153.00,,,,,,,,,
LCIW,2024,59,46,2816.00,0.00,0.00,1661.60,,,,,,,,,
LCIW,2024,57,80,0.00,0.00,15190.85,14018.39,,,,,,,,,
LCIW,2024,2,756,13132.00,0.00,0.00,11909.00,,,,,,,,,
LCIW,2024,57,5,503042.00,0.00,0.00,492728.57,,,,,,,,,
LCIW,2024,57,636,47552.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,283,0.00,0.00,0.00,98937.48,,,,,,,,,
LCIW,2024,2,48,44946.00,0.00,0.00,37898.49,,,,,,,,,
LCIW,2024,57,735,4279.00,0.00,0.00,1534.20,,,,,,,,,
LCIW,2024,57,9,623445.00,0.00,0.00,445319.97,,,,,,,,,
LCIW,2024,57,134,0.00,0.00,0.00,17835.88,,,,,,,,,
LCIW,2024,57,711,5186.00,0.00,0.00,0.00,,,,,,,,,
LCIW,2024,57,133,0.00,0.00,3870.00,2130.00,,,,,,,,,
LCIW,2024,2,230,0.00,0.00,0.00,59.98,,,,,,,,,
LCIW,2024,57,663,0.00,0.00,0.00,25167.44,,,,,,,,,
LCIW,2024,57,130,0.00,0.00,2281.96,4013.92,,,,,,,,,
LCIW,2024,57,256,0.00,0.00,0.00,21886.12,,,,,,,,,
LCIW,2024,57,320,0.00,0.00,10510.00,2920.00,,,,,,,,,
LCIW,2024,57,20,0.00,0.00,0.00,4911.28,,,,,,,,,
LCIW,2024,57,237,481385.00,0.00,3113.79,44926.57,,,,,,,,,
LCIW,2024,57,128,30000.00,0.00,0.00,1432.00,,,,,,,,,
LCIW,2024,2,755,391539.00,0.00,0.00,266111.80,,,,,,,,,
LCIW,2024,57,131,79467.00,0.00,28082.53,21906.43,,,,,,,,,
LCIW,2024,57,228,0.00,0.00,0.04,5840.43,,,,,,,,,
LCIW,2024,57,48,1530017.00,0.00,0.00,1056625.02,,,,,,,,,
LCIW,2024,57,141,0.00,0.00,0.00,5206.00,,,,,,,,,
LCIW,2024,57,120,10000.00,0.00,18097.73,16573.47,,,,,,,,,
LCIW,2024,57,135,10000.00,0.00,0.00,65849.67,,,,,,,,,
LCIW,2024,57,239,35000.00,0.00,3912.03,7435.29,,,,,,,,,
LCIW,2024,57,626,0.00,0.00,0.00,213.00,,,,,,,,,
LCIW,2024,2,260,0.00,0.00,0.00,117.85,,,,,,,,,
RCC,2024,57,243,0.00,0.00,0.00,23.48,,,,,,,,,
RCC,2024,57,244,0.00,0.00,0.00,1045.25,,,,,,,,,
RCC,2024,57,735,12717.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,58,46,2188.00,0.00,0.00,931.70,,,,,,,,,
RCC,2024,2,742,0.00,0.00,0.00,22605.39,,,,,,,,,
RCC,2024,57,76,0.00,0.00,0.00,537.00,,,,,,,,,
RCC,2024,57,51,0.00,0.00,0.00,3336.00,,,,,,,,,
RCC,2024,2,735,0.00,0.00,0.00,1512.40,,,,,,,,,
RCC,2024,57,730,0.00,0.00,0.00,380.76,,,,,,,,,
RCC,2024,57,75,0.00,0.00,0.00,1000.00,,,,,,,,,
RCC,2024,57,237,1140000.00,0.00,91389.65,348222.10,,,,,,,,,
RCC,2024,2,287,9500.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,57,57,7124.00,0.00,0.00,4690.10,,,,,,,,,
RCC,2024,57,48,1609011.00,0.00,0.00,566297.02,,,,,,,,,
RCC,2024,57,63,0.00,0.00,0.00,4326.66,,,,,,,,,
RCC,2024,57,293,90470.00,0.00,58453.00,29022.20,,,,,,,,,
RCC,2024,2,714,0.00,0.00,0.00,2280700.00,,,,,,,,,
RCC,2024,57,46,117320.00,0.00,0.00,83383.87,,,,,,,,,
RCC,2024,2,244,0.00,0.00,0.00,825.83,,,,,,,,,
RCC,2024,2,711,34098.00,0.00,0.00,2861.25,,,,,,,,,
RCC,2024,2,63,0.00,0.00,0.00,818.57,,,,,,,,,
RCC,2024,2,57,6000.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,2,48,117536.00,0.00,0.00,23530.04,,,,,,,,,
RCC,2024,57,56,0.00,0.00,0.00,88.50,,,,,,,,,
RCC,2024,2,62,0.00,0.00,0.00,800.00,,,,,,,,,
RCC,2024,57,233,20000.00,0.00,0.00,7292.75,,,,,,,,,
RCC,2024,57,241,250000.00,0.00,13543.50,98651.67,,,,,,,,,
RCC,2024,58,48,45229.00,0.00,0.00,8413.04,,,,,,,,,
RCC,2024,57,727,89600.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,57,742,359415.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,2,724,20908.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,2,46,8757.00,0.00,0.00,2312.78,,,,,,,,,
RCC,2024,2,51,8424.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,57,240,0.00,0.00,33685.00,3687.55,,,,,,,,,
RCC,2024,57,295,2000.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,2,9,0.00,0.00,0.00,16029.38,,,,,,,,,
RCC,2024,57,20,0.00,0.00,0.00,6670.39,,,,,,,,,
RCC,2024,58,3,0.00,0.00,0.00,590.10,,,,,,,,,
RCC,2024,57,143,0.00,0.00,0.00,6389.98,,,,,,,,,
RCC,2024,57,225,0.00,0.00,2621.80,24974.06,,,,,,,,,
RCC,2024,57,5,427686.00,0.00,0.00,152221.47,,,,,,,,,
RCC,2024,57,140,0.00,0.00,0.00,17587.19,,,,,,,,,
RCC,2024,57,139,0.00,0.00,17142.00,3912.05,,,,,,,,,
RCC,2024,2,260,0.00,0.00,0.00,5604.86,,,,,,,,,
RCC,2024,57,226,0.00,0.00,0.00,36.82,,,,,,,,,
RCC,2024,57,135,115281.00,0.00,0.00,31103.82,,,,,,,,,
RCC,2024,57,282,119510.00,0.00,27932.00,43859.11,,,,,,,,,
RCC,2024,57,228,0.00,0.00,423.52,9806.42,,,,,,,,,
RCC,2024,57,260,0.00,0.00,0.00,40160.40,,,,,,,,,
RCC,2024,2,37,241487.00,0.00,0.00,78431.95,,,,,,,,,
RCC,2024,2,135,0.00,0.00,0.00,24732.40,,,,,,,,,
RCC,2024,2,756,24333.00,0.00,0.00,22671.00,,,,,,,,,
RCC,2024,57,229,0.00,0.00,0.00,530.67,,,,,,,,,
RCC,2024,57,283,0.00,0.00,0.00,79.40,,,,,,,,,
RCC,2024,57,131,0.00,0.00,5653.00,4372.51,,,,,,,,,
RCC,2024,57,9,102297.00,0.00,0.00,250265.18,,,,,,,,,
RCC,2024,2,131,102516.00,0.00,71569.91,25521.41,,,,,,,,,
RCC,2024,2,130,0.00,0.00,3592.00,1796.00,,,,,,,,,
RCC,2024,57,256,177070.00,0.00,101867.49,173578.97,,,,,,,,,
RCC,2024,57,633,58412.00,0.00,58411.50,0.00,,,,,,,,,
RCC,2024,57,173,0.00,0.00,0.00,44.97,,,,,,,,,
RCC,2024,2,1,669153.00,0.00,0.00,191503.94,,,,,,,,,
RCC,2024,2,178,288444.00,0.00,0.00,141639.95,,,,,,,,,
RCC,2024,2,179,75000.00,0.00,0.00,111037.14,,,,,,,,,
RCC,2024,58,767,0.00,0.00,0.00,16311.00,,,,,,,,,
RCC,2024,2,177,170000.00,0.00,0.00,22367.38,,,,,,,,,
RCC,2024,57,1,15210060.00,0.00,0.00,4688194.79,,,,,,,,,
RCC,2024,58,766,1293981.00,0.00,87226.36,204745.54,,,,,,,,,
RCC,2024,57,174,0.00,0.00,0.00,11443.58,,,,,,,,,
RCC,2024,57,799,3119.00,0.00,291231.99,233327.99,,,,,,,,,
RCC,2024,58,1,192896.00,0.00,0.00,60185.96,,,,,,,,,
RCC,2024,57,625,0.00,0.00,0.00,5333.60,,,,,,,,,
RCC,2024,2,2,0.00,0.00,0.00,336.12,,,,,,,,,
RCC,2024,57,134,0.00,0.00,0.00,2098.50,,,,,,,,,
RCC,2024,2,173,0.00,0.00,0.00,1767.02,,,,,,,,,
RCC,2024,58,764,0.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,57,2,638014.00,0.00,0.00,868487.42,,,,,,,,,
RCC,2024,57,164,0.00,0.00,0.00,802.80,,,,,,,,,
RCC,2024,58,2,0.00,0.00,0.00,6922.41,,,,,,,,,
RCC,2024,2,225,8941.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,57,158,60000.00,0.00,5950.20,7446.20,,,,,,,,,
RCC,2024,2,158,0.00,0.00,76900.24,187.75,,,,,,,,,
RCC,2024,57,3,98728.00,0.00,0.00,80422.14,,,,,,,,,
RCC,2024,57,624,143183.00,0.00,143182.94,0.00,,,,,,,,,
RCC,2024,2,186,0.00,0.00,0.00,12.00,,,,,,,,,
RCC,2024,57,108,0.00,0.00,0.00,904.71,,,,,,,,,
RCC,2024,57,802,0.00,0.00,0.00,5430.80,,,,,,,,,
RCC,2024,2,747,2393021.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,57,37,6153519.00,0.00,0.00,1935415.11,,,,,,,,,
RCC,2024,57,252,0.00,0.00,18000.00,0.00,,,,,,,,,
RCC,2024,57,39,69871.00,0.00,0.00,21495.67,,,,,,,,,
RCC,2024,58,37,60646.00,0.00,0.00,25868.96,,,,,,,,,
RCC,2024,57,232,0.00,0.00,0.00,84313.68,,,,,,,,,
RCC,2024,57,85,20000.00,0.00,11851.97,4004.22,,,,,,,,,
RCC,2024,57,683,0.00,0.00,36474.72,52020.00,,,,,,,,,
RCC,2024,57,698,0.00,0.00,0.00,2608.14,,,,,,,,,
RCC,2024,57,255,0.00,0.00,0.00,25944.80,,,,,,,,,
RCC,2024,2,745,6666.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,2,120,0.00,0.00,0.00,4211.55,,,,,,,,,
RCC,2024,57,231,422923.00,0.00,220.50,79007.90,,,,,,,,,
RCC,2024,57,82,0.00,0.00,45720.28,13752.20,,,,,,,,,
RCC,2024,2,755,512200.00,0.00,0.00,180715.00,,,,,,,,,
RCC,2024,57,230,0.00,0.00,0.00,7533.16,,,,,,,,,
RCC,2024,57,21,0.00,0.00,0.00,35.00,,,,,,,,,
RCC,2024,2,746,0.00,0.00,0.00,6666.00,,,,,,,,,
RCC,2024,57,88,153599.00,0.00,0.00,185.70,,,,,,,,,
RCC,2024,57,670,88495.00,0.00,0.00,0.00,,,,,,,,,
RCC,2024,57,86,0.00,0.00,0.00,4897.20,,,,,,,,,
RCC,2024,57,247,0.00,0.00,0.00,3048.43,,,,,,,,,
RCC,2024,57,45,14000.00,0.00,0.00,9578.14,,,,,,,,,
RCC,2024,57,128,0.00,0.00,0.00,3936.00,,,,,,,,,
RCC,2024,57,120,25409.00,0.00,0.00,2107.00,,,,,,,,,
RLCC,2024,5,186,0.00,0.00,0.00,100.00,0.00,100.00,,,,,,,
RLCC,2024,5,164,0.00,0.00,0.00,9049.36,0.00,6934.20,,,,,,,
RLCC,2024,5,90,0.00,0.00,0.00,35481.78,0.00,33007.49,,,,,,,
RLCC,2024,4,186,22500.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
RLCC,2024,5,295,0.00,0.00,4410.22,7614.78,0.00,11271.88,,,,,,,
RLCC,2024,4,179,125000.00,0.00,0.00,137148.32,0.00,142748.07,,,,,,,
RLCC,2024,4,178,699000.00,0.00,0.00,604385.17,0.00,1047207.68,,,,,,,
RLCC,2024,5,698,10309.00,0.00,0.00,8898.36,0.00,7824.42,,,,,,,
RLCC,2024,5,80,0.00,0.00,0.00,7880.53,0.00,7227.40,,,,,,,
RLCC,2024,5,51,21684.00,0.00,0.00,18524.40,0.00,22919.13,,,,,,,
RLCC,2024,4,56,2840.00,0.00,0.00,547.94,0.00,0.00,,,,,,,
RLCC,2024,4,177,200000.00,0.00,0.00,201276.09,0.00,281493.25,,,,,,,
RLCC,2024,5,85,0.00,0.00,0.00,8764.11,0.00,5237.99,,,,,,,
RLCC,2024,5,174,25000.00,0.00,0.00,0.00,0.00,45445.58,,,,,,,
RLCC,2024,4,698,169693.00,0.00,0.00,4020.61,0.00,40736.08,,,,,,,
RLCC,2024,4,85,0.00,0.00,0.00,4655.00,,,,,,,,,
RLCC,2024,4,174,0.00,0.00,0.00,37.33,,,,,,,,,
RLCC,2024,5,173,5000.00,0.00,0.00,3074.52,0.00,4887.83,,,,,,,
RLCC,2024,5,158,35000.00,0.00,0.00,105819.36,0.00,44941.80,,,,,,,
RLCC,2024,4,80,0.00,0.00,0.00,473.64,,,,,,,,,
RLCC,2024,4,173,5000.00,0.00,0.00,5928.40,0.00,7106.04,,,,,,,
RLCC,2024,5,56,21164.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
RLCC,2024,4,233,0.00,0.00,0.00,320.00,0.00,73635.00,,,,,,,
RLCC,2024,5,636,331033.00,0.00,308932.32,0.00,0.00,0.00,,,,,,,
RLCC,2024,5,145,0.00,0.00,0.00,71.21,0.00,-1.42,,,,,,,
RLCC,2024,5,61,0.00,0.00,0.00,2843.94,,,,,,,,,
RLCC,2024,5,666,0.00,0.00,0.00,22100.00,0.00,219083.80,,,,,,,
